Gene_ID	Name	SRR1796061	SRR1796064	SRR1796094	SRR1796237	SRR1796312	SRR1796318
ENSMUSG00000021403	Serpinb9b	1	0	0	0	2	0
ENSMUSG00000021404	Serpinb9c	0	0	0	0	0	0
ENSMUSG00000021408	Ripk1	114	108	142	58	134	125
ENSMUSG00000021411	Pxdc1	92	64	219	100	129	159
ENSMUSG00000021413	Prpf4b	218	373	310	148	267	383
ENSMUSG00000021414	Fam217a	0	0	0	0	0	0
ENSMUSG00000021415	4933417A18Rik	0	0	0	0	0	0
ENSMUSG00000021416	Eci3	2	2	0	4	1	1
ENSMUSG00000021417	Eci2	755	854	842	424	366	565
ENSMUSG00000021418	Rpp40	32	42	48	13	28	33
ENSMUSG00000021420	Fars2	100	122	169	65	83	125
ENSMUSG00000021423	Ly86	3	6	4	7	25	12
ENSMUSG00000021427	Ssr1	307	397	378	182	266	422
ENSMUSG00000021428	Riok1	38	39	52	13	38	54
ENSMUSG00000021431	Snrnp48	60	82	81	47	50	85
ENSMUSG00000021432	Slc35b3	50	55	61	23	42	58
ENSMUSG00000021439	Ctsq	0	0	0	0	0	0
ENSMUSG00000021440	Cts7	0	0	0	0	0	0
ENSMUSG00000021441	Cts6	0	0	0	0	0	0
ENSMUSG00000021448	Shc3	0	0	0	0	0	0
ENSMUSG00000021451	Sema4d	0	1	4	5	2	10
ENSMUSG00000021453	Gadd45g	30	114	75	7	5	25
ENSMUSG00000021456	Fbp2	0	1	1	0	0	0
ENSMUSG00000021457	Syk	19	15	19	18	45	40
ENSMUSG00000021458	Aopep	130	177	181	80	91	222
ENSMUSG00000021460	Auh	108	111	148	75	104	154
ENSMUSG00000021461	Fancc	6	5	5	7	8	9
ENSMUSG00000021464	Ror2	0	0	0	0	0	0
ENSMUSG00000021466	Ptch1	145	122	132	74	88	141
ENSMUSG00000021468	Sptlc1	74	79	93	67	85	129
ENSMUSG00000021469	Msx2	0	0	0	0	0	0
ENSMUSG00000021470	Ercc6l2	38	51	51	34	51	58
ENSMUSG00000021474	Sfxn1	250	279	347	259	284	442
ENSMUSG00000021476	Habp4	76	65	98	84	123	201
ENSMUSG00000021477	Ctsl	1408	1439	2045	866	1542	1511
ENSMUSG00000021478	Drd1	0	0	0	0	0	0
ENSMUSG00000021481	Zfp346	19	22	16	19	17	31
ENSMUSG00000021482	Prxl2c	200	235	273	135	160	259
ENSMUSG00000021483	Cdk20	10	9	15	6	11	15
ENSMUSG00000021484	Lman2	542	732	790	492	596	870
ENSMUSG00000021485	Mxd3	0	0	0	1	0	0
ENSMUSG00000021486	Prelid1	270	288	358	207	252	389
ENSMUSG00000021488	Nsd1	411	520	641	313	505	747
ENSMUSG00000021490	Slc34a1	0	0	0	0	0	0
ENSMUSG00000021492	F12	705	742	897	478	561	741
ENSMUSG00000021493	Pdlim7	2	2	6	4	8	6
ENSMUSG00000021494	Ddx41	90	83	98	54	67	93
ENSMUSG00000021495	Fam193b	59	86	80	57	76	105
ENSMUSG00000021496	Pcbd2	19	16	39	18	26	34
ENSMUSG00000021497	Txndc15	161	168	207	105	125	178
ENSMUSG00000021499	Catsper3	1	0	0	0	1	2
ENSMUSG00000021500	Ddx46	183	178	213	106	153	286
ENSMUSG00000021501	Caml	29	40	64	25	35	52
ENSMUSG00000021504	B4galt7	26	33	48	27	32	37
ENSMUSG00000021506	Pitx1	0	0	0	0	0	0
ENSMUSG00000021508	Cxcl14	3	2	1	5	2	5
ENSMUSG00000021509	Slc25a48	29	25	29	23	14	23
ENSMUSG00000021510	Zfp729a	27	31	51	31	49	52
ENSMUSG00000021514	Zfp369	61	74	90	32	73	85
ENSMUSG00000021518	Ptdss1	193	224	291	108	157	192
ENSMUSG00000021519	Mterf3	71	69	79	41	47	60
ENSMUSG00000021520	Uqcrb	307	334	468	141	257	345
ENSMUSG00000021532	Fastkd3	28	44	51	18	22	34
ENSMUSG00000021534	1700001L19Rik	0	0	0	0	0	0
ENSMUSG00000021536	Adcy2	0	0	0	0	0	0
ENSMUSG00000021537	Cetn3	45	40	61	26	45	60
ENSMUSG00000021538	Il9	0	0	0	0	0	0
ENSMUSG00000021539	Lect2	244	255	438	150	145	292
ENSMUSG00000021540	Smad5	86	131	162	58	138	158
ENSMUSG00000021541	Trpc7	0	0	0	0	0	0
ENSMUSG00000021545	1700067P10Rik	0	0	0	0	0	0
ENSMUSG00000021546	Hnrnpk	625	747	968	429	610	844
ENSMUSG00000021548	Ccnh	45	38	61	35	39	64
ENSMUSG00000021549	Rasa1	104	157	172	93	138	180
ENSMUSG00000021550	2210016F16Rik	64	76	91	68	71	92
ENSMUSG00000021552	Gkap1	32	28	30	19	27	32
ENSMUSG00000021553	Slc28a3	0	0	0	0	0	0
ENSMUSG00000021555	Naa35	82	77	78	51	54	84
ENSMUSG00000021556	Golm1	4	17	15	6	15	20
ENSMUSG00000021557	Agtpbp1	52	82	87	20	57	84
ENSMUSG00000021559	Dapk1	151	153	216	152	169	225
ENSMUSG00000021565	Slc6a19	0	0	0	0	0	0
ENSMUSG00000021566	Slc6a19os	0	0	0	0	0	0
ENSMUSG00000021567	Nkd2	1	1	2	1	0	2
ENSMUSG00000021569	Trip13	3	0	2	1	1	4
ENSMUSG00000021572	Cep72	1	1	2	2	2	6
ENSMUSG00000021573	Tppp	76	52	94	63	85	82
ENSMUSG00000021575	Ahrr	0	0	0	0	1	1
ENSMUSG00000021576	Pdcd6	147	174	186	148	168	223
ENSMUSG00000021577	Sdha	1263	1368	1686	825	1056	1518
ENSMUSG00000021578	Ccdc127	59	66	73	33	52	74
ENSMUSG00000021579	Lrrc14b	0	0	1	0	3	9
ENSMUSG00000021583	Erap1	394	414	451	252	471	517
ENSMUSG00000021585	Cast	139	130	209	91	171	219
ENSMUSG00000021587	Pcsk1	0	0	0	0	1	0
ENSMUSG00000021589	Rhobtb3	69	79	103	44	30	53
ENSMUSG00000021590	Spata9	0	0	0	0	0	1
ENSMUSG00000021591	Glrx	101	116	109	59	115	165
ENSMUSG00000021592	Arsk	20	19	38	8	27	36
ENSMUSG00000021594	Srd5a1	165	157	206	70	160	254
ENSMUSG00000021595	Nsun2	282	333	412	149	242	420
ENSMUSG00000021596	Mctp1	1	1	5	5	3	7
ENSMUSG00000021597	Slf1	11	21	24	5	20	21
ENSMUSG00000021598	Med10	29	31	34	23	14	32
ENSMUSG00000021600	8030423J24Rik	0	0	0	0	0	0
ENSMUSG00000021604	Irx4	0	0	0	0	0	0
ENSMUSG00000021606	Ndufs6	125	149	146	75	115	170
ENSMUSG00000021607	Mrpl36	41	54	51	22	42	63
ENSMUSG00000021608	Lpcat1	8	13	13	11	18	13
ENSMUSG00000021609	Slc6a3	0	0	0	0	0	0
ENSMUSG00000021610	Clptm1l	187	233	268	112	198	312
ENSMUSG00000021611	Tert	15	27	21	29	24	34
ENSMUSG00000021612	Slc6a18	0	0	0	0	0	0
ENSMUSG00000021613	Hapln1	3	1	2	0	13	2
ENSMUSG00000021614	Vcan	2	0	1	0	1	4
ENSMUSG00000021615	Xrcc4	33	24	31	14	23	37
ENSMUSG00000021619	Atg10	4	14	20	10	9	5
ENSMUSG00000021620	Acot12	375	358	426	284	292	464
ENSMUSG00000021621	Zcchc9	29	32	42	12	17	41
ENSMUSG00000021622	Ckmt2	0	0	0	0	0	0
ENSMUSG00000021624	Cd180	1	1	5	2	9	12
ENSMUSG00000021629	Slc30a5	160	250	210	159	201	250
ENSMUSG00000021631	Mrps36-ps1	0	1	1	0	1	1
ENSMUSG00000021635	Rad17	52	59	62	34	44	70
ENSMUSG00000021636	Marveld2	22	12	38	18	28	31
ENSMUSG00000021638	Ocln	63	50	104	82	63	78
ENSMUSG00000021639	Gtf2h2	19	19	38	22	27	35
ENSMUSG00000021640	Naip1	1	0	0	0	5	1
ENSMUSG00000021643	Serf1	1	9	9	3	14	8
ENSMUSG00000021645	Smn1	6	9	7	1	5	22
ENSMUSG00000021646	Mccc2	210	233	313	170	206	258
ENSMUSG00000021647	Cartpt	0	0	0	0	0	0
ENSMUSG00000021650	Ptcd2	73	77	76	38	54	95
ENSMUSG00000021660	Btf3	200	223	287	140	202	265
ENSMUSG00000021661	Ankra2	31	24	32	26	39	45
ENSMUSG00000021662	Arhgef28	0	1	2	0	0	1
ENSMUSG00000021665	Hexb	26	37	35	49	85	78
ENSMUSG00000021666	Gfm2	164	212	236	85	155	236
ENSMUSG00000021668	Polk	23	14	29	8	29	41
ENSMUSG00000021669	Cert1	111	125	167	121	173	263
ENSMUSG00000021670	Hmgcr	395	376	1000	134	586	782
ENSMUSG00000021671	Poc5	26	15	33	15	22	35
ENSMUSG00000021675	F2rl2	0	0	0	0	0	0
ENSMUSG00000021676	Iqgap2	1503	1689	2010	889	1429	2238
ENSMUSG00000021678	F2rl1	0	0	1	0	1	0
ENSMUSG00000021679	S100z	0	0	0	0	0	0
ENSMUSG00000021680	Crhbp	0	0	0	0	0	0
ENSMUSG00000021681	Aggf1	83	118	124	71	119	112
ENSMUSG00000021684	Pde8b	10	11	4	8	6	8
ENSMUSG00000021685	Otp	0	0	0	0	0	0
ENSMUSG00000021686	Ap3b1	130	126	170	114	160	216
ENSMUSG00000021687	Scamp1	194	205	224	135	174	221
ENSMUSG00000021690	Jmy	134	150	147	75	100	175
ENSMUSG00000021692	Dimt1	9	14	35	10	18	10
ENSMUSG00000021693	Kif2a	35	38	43	30	37	57
ENSMUSG00000021694	Ercc8	13	22	32	14	21	25
ENSMUSG00000021696	Elovl7	1	0	1	0	8	2
ENSMUSG00000021697	Depdc1b	0	0	1	0	1	1
ENSMUSG00000021699	Pde4d	13	12	43	6	23	24
ENSMUSG00000021700	Rab3c	0	0	0	0	0	0
ENSMUSG00000021701	Plk2	35	19	36	50	67	67
ENSMUSG00000021702	Thbs4	0	0	0	0	0	0
ENSMUSG00000021703	Serinc5	165	160	239	150	186	247
ENSMUSG00000021704	Mtx3	70	56	98	69	61	97
ENSMUSG00000021706	Zfyve16	62	80	92	26	70	96
ENSMUSG00000021707	Dhfr	64	75	85	92	104	166
ENSMUSG00000021708	Rasgrf2	5	5	13	2	5	5
ENSMUSG00000021709	Erbin	448	507	645	314	504	680
ENSMUSG00000021710	Nln	123	132	150	95	163	215
ENSMUSG00000021711	Trappc13	81	106	158	69	107	143
ENSMUSG00000021712	Trim23	59	51	71	45	62	76
ENSMUSG00000021713	Ppwd1	34	40	48	23	41	53
ENSMUSG00000021714	Cenpk	5	1	3	2	3	6
ENSMUSG00000021715	Cwc27	16	19	37	13	30	33
ENSMUSG00000021716	Srek1ip1	22	23	22	21	38	46
ENSMUSG00000021718	Nt5el	0	0	0	0	0	0
ENSMUSG00000021719	Rgs7bp	5	4	7	3	1	3
ENSMUSG00000021720	Rnf180	4	3	2	3	7	13
ENSMUSG00000021721	Htr1a	0	0	0	0	0	0
ENSMUSG00000021725	Parp8	3	12	4	4	11	16
ENSMUSG00000021728	Emb	3	0	7	2	4	5
ENSMUSG00000021730	Hcn1	0	0	0	0	0	0
ENSMUSG00000021731	Mrps30	74	83	127	48	62	117
ENSMUSG00000021732	Fgf10	0	0	0	0	0	0
ENSMUSG00000021733	Slc4a7	70	94	113	39	54	98
ENSMUSG00000021737	Psmd6	188	214	279	124	168	231
ENSMUSG00000021738	Atxn7	101	89	151	72	118	188
ENSMUSG00000021741	Gm5457	2	1	2	2	3	2
ENSMUSG00000021743	Fezf2	0	0	0	0	0	0
ENSMUSG00000021747	Cfap20dc	4	3	3	2	6	2
ENSMUSG00000021748	Pdhb	279	305	447	165	274	431
ENSMUSG00000021749	Fam3d	0	0	0	0	1	0
ENSMUSG00000021750	Fam107a	5	4	0	0	0	1
ENSMUSG00000021751	Acox2	391	402	583	395	518	631
ENSMUSG00000021752	Kctd6	9	15	13	16	12	30
ENSMUSG00000021754	Map3k1	49	56	69	59	96	126
ENSMUSG00000021756	Il6st	881	960	1041	647	964	1304
ENSMUSG00000021758	Ddx4	0	0	0	0	0	0
ENSMUSG00000021759	Plpp1	33	46	57	18	22	29
ENSMUSG00000021760	Gpx8	1	1	2	2	3	6
ENSMUSG00000021763	Cspg4b	0	1	1	1	0	1
ENSMUSG00000021764	Ndufs4	145	150	182	59	98	153
ENSMUSG00000021765	Fst	1	0	4	1	8	0
ENSMUSG00000021767	Kat6b	58	56	47	35	78	108
ENSMUSG00000021768	Dusp13	0	0	0	0	0	4
ENSMUSG00000021770	Samd8	122	139	147	137	173	247
ENSMUSG00000021771	Vdac2	308	338	440	200	259	334
ENSMUSG00000021772	Nkiras1	64	69	99	57	88	101
ENSMUSG00000021773	Comtd1	8	12	18	11	12	15
ENSMUSG00000021774	Ube2e1	20	24	33	16	23	40
ENSMUSG00000021775	Nr1d2	473	448	667	321	436	606
ENSMUSG00000021779	Thrb	140	173	164	124	146	239
ENSMUSG00000021782	Dlg5	11	21	25	11	28	33
ENSMUSG00000021785	Ngly1	114	124	170	72	102	198
ENSMUSG00000021786	Oxsm	66	73	100	58	66	87
ENSMUSG00000021789	Sftpa1	6	6	6	3	6	4
ENSMUSG00000021790	Dydc1	0	0	0	0	0	0
ENSMUSG00000021791	Dydc2	0	0	0	0	0	0
ENSMUSG00000021792	Prxl2a	177	221	299	80	96	160
ENSMUSG00000021794	Glud1	2852	3366	4436	1523	2509	3080
ENSMUSG00000021795	Sftpd	5	1	1	3	10	1
ENSMUSG00000021796	Bmpr1a	108	140	147	77	152	185
ENSMUSG00000021797	9230112D13Rik	0	0	0	0	0	0
ENSMUSG00000021798	Ldb3	0	0	0	1	1	0
ENSMUSG00000021799	Opn4	0	0	0	0	0	0
ENSMUSG00000021803	Cdhr1	0	0	0	0	0	0
ENSMUSG00000021804	Rgr	0	0	0	0	0	0
ENSMUSG00000021806	Nid2	16	16	25	13	26	18
ENSMUSG00000021807	Rtraf	180	222	241	86	162	226
ENSMUSG00000021809	Nudt13	21	26	35	11	27	45
ENSMUSG00000021810	Ecd	80	143	143	87	81	124
ENSMUSG00000021811	Dnajc9	18	17	16	11	15	37
ENSMUSG00000021814	Anxa7	323	379	439	189	396	526
ENSMUSG00000021815	Mss51	1	2	5	0	2	2
ENSMUSG00000021816	Ppp3cb	59	69	77	51	74	113
ENSMUSG00000021819	Zswim8	104	138	124	74	103	149
ENSMUSG00000021820	Camk2g	25	22	44	23	31	49
ENSMUSG00000021822	Plau	2	5	2	1	11	14
ENSMUSG00000021823	Vcl	101	124	203	98	169	247
ENSMUSG00000021824	Ap3m1	404	504	603	222	580	907
ENSMUSG00000021830	Txndc16	43	27	40	19	31	35
ENSMUSG00000021831	Ero1a	81	80	91	37	66	92
ENSMUSG00000021832	Psmc6	243	269	328	136	241	313
ENSMUSG00000021835	Bmp4	10	9	14	10	13	13
ENSMUSG00000021838	Samd4	11	21	20	24	32	46
ENSMUSG00000021840	Mapk1ip1l	133	151	172	105	98	178
ENSMUSG00000021843	Ktn1	104	140	138	78	93	171
ENSMUSG00000021846	Peli2	80	64	80	71	66	141
ENSMUSG00000021848	Otx2	0	0	0	0	0	0
ENSMUSG00000021850	ccdc198	1	0	3	0	0	0
ENSMUSG00000021852	Slc35f4	0	0	0	0	0	0
ENSMUSG00000021866	Anxa11	36	39	34	34	36	55
ENSMUSG00000021868	Ppif	63	61	68	44	69	94
ENSMUSG00000021870	Slmap	262	242	264	154	225	385
ENSMUSG00000021871	Gm49342	0	0	0	0	0	0
ENSMUSG00000021872	Rnase10	0	0	0	0	0	0
ENSMUSG00000021874	4933413J09Rik	0	0	0	0	1	0
ENSMUSG00000021876	Rnase4	3472	3576	3567	1145	2403	2805
ENSMUSG00000021877	Arf4	163	200	229	106	179	299
ENSMUSG00000021879	Dnah12	0	1	0	0	0	0
ENSMUSG00000021880	Rnase6	0	0	0	2	1	2
ENSMUSG00000021884	Hacl1	38	54	67	24	34	37
ENSMUSG00000021886	Gpr65	1	4	3	3	14	6
ENSMUSG00000021890	Eaf1	109	167	166	53	111	167
ENSMUSG00000021891	Mettl6	39	66	58	25	67	51
ENSMUSG00000021892	Sh3bp5	74	63	114	72	93	131
ENSMUSG00000021893	Capn7	124	143	184	76	142	173
ENSMUSG00000021895	Arhgef3	70	25	52	55	62	101
ENSMUSG00000021898	Asb14	0	0	0	0	0	0
ENSMUSG00000021900	Btd	120	140	174	105	108	129
ENSMUSG00000021901	Bap1	92	104	135	89	79	136
ENSMUSG00000021902	Phf7	23	29	33	22	28	25
ENSMUSG00000021903	Galnt15	4	4	10	17	35	19
ENSMUSG00000021904	Sema3g	0	0	0	0	1	0
ENSMUSG00000021905	Dph3	30	52	57	21	43	36
ENSMUSG00000021906	Oxnad1	67	87	95	51	74	103
ENSMUSG00000021907	Msmb	0	0	0	0	0	0
ENSMUSG00000021908	Ncoa4-ps	3	1	4	5	1	5
ENSMUSG00000021910	Nisch	247	274	316	285	291	494
ENSMUSG00000021911	Parg	87	144	143	57	103	158
ENSMUSG00000021913	Ogdhl	0	0	0	0	0	0
ENSMUSG00000021916	Glt8d1	13	18	32	17	16	32
ENSMUSG00000021917	Spcs1	134	139	158	88	103	124
ENSMUSG00000021918	Nek4	33	29	40	23	34	51
ENSMUSG00000021919	Chat	0	0	0	0	0	0
ENSMUSG00000021922	Itih4	5731	7509	5201	5279	5415	5960
ENSMUSG00000021927	Hnrnpa1l2-ps2	0	2	4	3	4	2
ENSMUSG00000021928	Ebpl	117	123	181	130	140	192
ENSMUSG00000021929	Kpna3	83	105	158	91	118	181
ENSMUSG00000021930	Spryd7	41	52	74	22	65	71
ENSMUSG00000021932	Rnaseh2b	13	14	20	7	23	28
ENSMUSG00000021933	Gucy1b2	0	0	0	0	0	0
ENSMUSG00000021936	Mapk8	92	121	125	59	96	137
ENSMUSG00000021938	Pspc1	36	64	110	39	68	91
ENSMUSG00000021939	Ctsb	1183	1227	1592	925	1581	1473
ENSMUSG00000021940	Ptpn20	0	1	0	0	0	1
ENSMUSG00000021943	Gdf10	8	11	12	12	20	24
ENSMUSG00000021944	Gata4	31	36	44	29	40	69
ENSMUSG00000021945	Zmym2	180	176	246	129	194	222
ENSMUSG00000021947	Cryl1	72	82	125	67	89	104
ENSMUSG00000021948	Prkcd	27	25	35	24	41	45
ENSMUSG00000021950	Anxa8	1	0	1	1	0	2
ENSMUSG00000021951	Eef1akmt1	9	15	23	4	21	10
ENSMUSG00000021952	Xpo4	103	115	101	50	63	137
ENSMUSG00000021953	Tdh	1	0	1	0	0	0
ENSMUSG00000021957	Tkt	321	355	600	235	416	604
ENSMUSG00000021958	Pinx1	11	6	11	7	6	16
ENSMUSG00000021959	Lats2	39	53	67	23	27	45
ENSMUSG00000021961	4930578I06Rik	0	0	0	0	0	0
ENSMUSG00000021962	Dcp1a	24	36	48	28	32	58
ENSMUSG00000021963	Sap18	142	173	214	76	120	166
ENSMUSG00000021965	Ska3	0	0	1	0	0	0
ENSMUSG00000021966	Prss52	0	0	0	0	0	0
ENSMUSG00000021967	Mrpl57	62	61	96	30	54	71
ENSMUSG00000021969	Zdhhc20	58	66	80	25	57	68
ENSMUSG00000021972	Hmbox1	69	72	83	41	82	110
ENSMUSG00000021973	Micu2	71	80	160	72	157	205
ENSMUSG00000021974	Fgf9	0	0	0	0	1	0
ENSMUSG00000021975	Ints9	20	15	16	11	18	39
ENSMUSG00000021977	1700129C05Rik	0	0	0	0	0	0
ENSMUSG00000021978	Extl3	108	110	127	80	95	141
ENSMUSG00000021981	Cab39l	139	146	183	96	130	212
ENSMUSG00000021982	Cdadc1	91	96	108	84	82	170
ENSMUSG00000021983	Atp8a2	1	0	2	1	1	6
ENSMUSG00000021986	Amer2	5	8	3	2	1	3
ENSMUSG00000021987	Mtmr6	88	106	117	51	112	124
ENSMUSG00000021990	Spata13	122	92	179	168	152	172
ENSMUSG00000021991	Cacna2d3	0	0	0	0	0	0
ENSMUSG00000021993	Mipep	103	116	135	63	84	158
ENSMUSG00000021994	Wnt5a	5	6	5	3	12	8
ENSMUSG00000021996	Esd	380	448	537	330	522	568
ENSMUSG00000021997	Lrrc63	0	0	0	0	0	1
ENSMUSG00000021998	Lcp1	287	326	342	192	419	477
ENSMUSG00000021999	Cpb2	921	985	920	573	884	934
ENSMUSG00000022000	Zc3h13	66	98	108	42	66	93
ENSMUSG00000022002	Erich6b	0	0	0	0	0	0
ENSMUSG00000022003	Slc25a30	347	523	548	107	58	80
ENSMUSG00000022008	Gpalpp1	78	71	94	67	86	106
ENSMUSG00000022009	Nufip1	16	30	27	17	25	30
ENSMUSG00000022010	Tsc22d1	156	87	424	139	212	413
ENSMUSG00000022012	Enox1	0	0	0	0	1	0
ENSMUSG00000022013	Dnajc15	62	90	92	53	69	101
ENSMUSG00000022014	Epsti1	4	1	5	3	13	6
ENSMUSG00000022015	Tnfsf11	0	0	0	0	0	1
ENSMUSG00000022016	Akap11	217	252	288	172	246	292
ENSMUSG00000022018	Rgcc	0	0	1	0	1	0
ENSMUSG00000022019	Tdrd3	52	98	67	49	54	113
ENSMUSG00000022020	Naa16	37	74	65	16	54	62
ENSMUSG00000022021	Diaph3	2	1	0	0	4	2
ENSMUSG00000022022	Mtrf1	14	26	32	21	28	24
ENSMUSG00000022023	Wbp4	59	63	82	43	51	80
ENSMUSG00000022024	Sugt1	62	89	103	49	73	97
ENSMUSG00000022025	Cnmd	26	19	25	5	7	11
ENSMUSG00000022026	Olfm4	0	1	0	0	0	0
ENSMUSG00000022031	Elp3	72	71	95	54	96	120
ENSMUSG00000022032	Scara5	107	91	37	10	47	60
ENSMUSG00000022033	Pbk	0	1	1	0	4	0
ENSMUSG00000022034	Esco2	0	1	1	2	5	3
ENSMUSG00000022035	Ccdc25	87	137	174	64	97	159
ENSMUSG00000022037	Clu	2956	3534	3298	2203	2800	3606
ENSMUSG00000022039	Adam2	4	1	0	0	0	2
ENSMUSG00000022040	Ephx2	2041	2198	3001	1225	1300	2142
ENSMUSG00000022041	Chrna2	21	18	27	5	2	22
ENSMUSG00000022043	Trim35	15	19	18	14	16	19
ENSMUSG00000022044	Stmn4	0	0	0	0	0	0
ENSMUSG00000022048	Dpysl2	37	41	75	26	67	99
ENSMUSG00000022051	Bnip3l	146	161	195	133	171	277
ENSMUSG00000022052	Ppp2r2a	51	39	46	32	37	71
ENSMUSG00000022053	Ebf2	0	0	0	0	0	0
ENSMUSG00000022054	Nefm	0	0	0	0	0	0
ENSMUSG00000022055	Nefl	0	0	0	0	1	0
ENSMUSG00000022056	Adam7	0	0	0	0	0	0
ENSMUSG00000022057	Adamdec1	7	11	17	4	75	48
ENSMUSG00000022061	Nkx3-1	0	0	0	0	0	0
ENSMUSG00000022064	Pibf1	21	32	31	20	35	47
ENSMUSG00000022066	Entpd4b	0	0	0	0	0	0
ENSMUSG00000022070	Bora	4	4	5	1	3	7
ENSMUSG00000022074	Tnfrsf10b	0	1	1	0	1	3
ENSMUSG00000022075	Rhobtb2	32	39	43	14	20	26
ENSMUSG00000022076	Klhl1	0	0	0	0	0	0
ENSMUSG00000022085	Pebp4	0	0	0	0	0	0
ENSMUSG00000022089	Bin3	26	24	34	28	34	31
ENSMUSG00000022090	Pdlim2	1	1	2	1	5	5
ENSMUSG00000022091	Sorbs3	47	34	34	48	24	50
ENSMUSG00000022092	Ppp3cc	7	6	11	8	11	19
ENSMUSG00000022094	Slc39a14	868	1014	968	626	798	1047
ENSMUSG00000022095	Fhip2b	16	19	25	13	15	45
ENSMUSG00000022096	Hr	1	0	1	0	1	1
ENSMUSG00000022097	Sftpc	0	0	0	0	0	0
ENSMUSG00000022098	Bmp1	364	372	395	214	266	361
ENSMUSG00000022099	Dmtn	0	0	0	1	2	2
ENSMUSG00000022100	Xpo7	180	227	238	102	160	248
ENSMUSG00000022101	Fgf17	0	0	0	0	0	0
ENSMUSG00000022102	Dok2	4	2	4	2	7	7
ENSMUSG00000022103	Gfra2	3	3	10	9	11	12
ENSMUSG00000022105	Rb1	28	33	32	24	49	63
ENSMUSG00000022106	Rcbtb2	81	105	164	61	114	126
ENSMUSG00000022108	Itm2b	1940	2081	2479	1669	2235	3045
ENSMUSG00000022109	Med4	31	30	35	15	24	29
ENSMUSG00000022110	Sucla2	393	430	535	243	347	490
ENSMUSG00000022111	Uchl3	36	28	32	17	33	50
ENSMUSG00000022112	Gpc5	0	0	0	0	0	0
ENSMUSG00000022113	Trim52	0	0	0	0	0	0
ENSMUSG00000022114	Spry2	2	2	7	3	2	7
ENSMUSG00000022116	4930449E01Rik	0	0	0	0	0	0
ENSMUSG00000022119	Rbm26	82	103	124	86	110	194
ENSMUSG00000022120	Obi1	3	2	2	2	6	4
ENSMUSG00000022122	Ednrb	26	37	46	15	25	42
ENSMUSG00000022123	Scel	0	0	0	0	0	0
ENSMUSG00000022124	Fbxl3	112	102	209	104	133	149
ENSMUSG00000022125	Cln5	79	91	97	59	85	118
ENSMUSG00000022126	Acod1	0	0	0	0	1	0
ENSMUSG00000022129	Dct	6	20	22	3	1	6
ENSMUSG00000022130	Tgds	65	64	83	44	57	85
ENSMUSG00000022131	Gpr180	49	78	87	53	76	83
ENSMUSG00000022132	Cldn10	0	0	1	0	0	1
ENSMUSG00000022136	Dnajc3	670	1026	908	461	716	1112
ENSMUSG00000022139	Mbnl2	268	331	264	113	289	509
ENSMUSG00000022141	Nipbl	277	333	345	188	294	464
ENSMUSG00000022142	Nup155	139	178	175	88	121	199
ENSMUSG00000022144	Gdnf	0	0	0	0	0	0
ENSMUSG00000022146	Osmr	9	21	26	14	29	34
ENSMUSG00000022148	Fyb	13	9	20	9	37	29
ENSMUSG00000022149	C9	2450	2553	2077	667	1273	1757
ENSMUSG00000022150	Dab2	44	45	64	22	40	50
ENSMUSG00000022151	Ttc33	58	63	63	22	46	61
ENSMUSG00000022155	Mroh2b	0	0	0	0	0	0
ENSMUSG00000022156	Gzme	0	0	0	0	0	0
ENSMUSG00000022157	Mcpt8	0	0	1	0	0	0
ENSMUSG00000022159	Rab2b	11	8	17	11	12	17
ENSMUSG00000022160	Mettl3	25	40	31	27	29	32
ENSMUSG00000022174	Dad1	82	135	125	73	86	118
ENSMUSG00000022175	Lrp10	89	99	107	96	87	141
ENSMUSG00000022176	Rem2	0	0	0	0	0	0
ENSMUSG00000022177	Haus4	37	45	57	26	31	52
ENSMUSG00000022178	Ajuba	1	4	12	8	21	14
ENSMUSG00000022179	4931414P19Rik	10	4	9	11	11	10
ENSMUSG00000022180	Slc7a8	7	14	6	9	19	13
ENSMUSG00000022181	C6	369	397	422	206	540	951
ENSMUSG00000022184	Fbxo4	31	47	50	15	27	33
ENSMUSG00000022185	Acin1	133	158	191	122	163	210
ENSMUSG00000022186	Oxct1	23	14	29	8	30	25
ENSMUSG00000022187	Gm5546	0	0	0	0	0	0
ENSMUSG00000022191	Drosha	29	22	27	25	31	58
ENSMUSG00000022193	Psmb5	35	63	71	27	41	52
ENSMUSG00000022194	Pabpn1	13	23	20	9	18	19
ENSMUSG00000022195	6030458C11Rik	76	87	104	45	70	130
ENSMUSG00000022197	Pdzd2	2	3	6	2	8	8
ENSMUSG00000022199	Slc22a17	1	4	1	2	1	0
ENSMUSG00000022200	Golph3	244	301	320	181	220	366
ENSMUSG00000022201	Zfr	170	232	233	117	224	305
ENSMUSG00000022203	Efs	1	0	0	0	1	0
ENSMUSG00000022204	Ngdn	57	96	91	35	68	74
ENSMUSG00000022205	Sub1	120	134	228	79	94	127
ENSMUSG00000022206	Npr3	9	10	15	1	12	15
ENSMUSG00000022208	Jph4	0	0	0	0	0	0
ENSMUSG00000022209	Dhrs2	0	0	0	0	0	0
ENSMUSG00000022210	Dhrs4	305	249	420	227	238	420
ENSMUSG00000022211	Carmil3	0	0	0	1	0	0
ENSMUSG00000022212	Cpne6	0	0	0	0	0	0
ENSMUSG00000022214	Dcaf11	766	788	1037	602	805	1126
